Datum;PLZ;Straße;Müllart;Abholregion
02.01.;78464;Peter-Rosegger-Weg;Biomuell;Konstanz
08.01.;78467;Petershauser Str.;Biomuell;Konstanz
03.01.;78467;Pettenkoferweg;Biomuell;Konstanz
08.01.;78462;Pfalzgarten;Biomuell;Konstanz
03.01.;78467;Pirminweg;Biomuell;Konstanz
03.01.;78467;Radolfzeller Str. 1- 15 und 2- 14 (von Schwaketenstr. bis Riedstr.);Biomuell;Konstanz
03.01.;78467;Radolfzeller Str. 17- 123 und 16- 106  (von Ortsanfang bis Schwaketenstr.);Biomuell;Konstanz
07.01.;78465;Raiffeisenstr.;Biomuell;Konstanz
07.01.;78465;Rainwiesenweg;Biomuell;Konstanz
08.01.;78464;Raitebergweg;Biomuell;Konstanz
08.01.;78462;Raitenaugasse;Biomuell;Konstanz
08.01.;78465;Rathausplatz;Biomuell;Konstanz
08.01.;78462;Raueneckgasse;Biomuell;Konstanz
03.01.;78464;Rauhgasse;Biomuell;Konstanz
08.01.;78464;Rebbergstr.;Biomuell;Konstanz
07.01.;78465;Rebweg;Biomuell;Konstanz
08.01.;78467;Reichenaustr. 5- 11 a und 2- 34 (von Schneckenburgstr. bis Petershauser Str.);Biomuell;Konstanz
02.01.;78467;Reichenaustr. 13- 39 a und 36 (von Oberlohnstr. bis Schneckenburgerstr.);Biomuell;Konstanz
02.01.;78467;Reichenaustr. 41- 81 und 184a- 244 (von Riedstr. bis Oberlohnstr.);Biomuell;Konstanz
02.01.;78467;Reisstr.;Biomuell;Konstanz
02.01.;78464;Renkenweg;Biomuell;Konstanz
03.01.;78467;Reutestr.;Biomuell;Konstanz
08.01.;78462;Rheingasse;Biomuell;Konstanz
08.01.;78462;Rheingutstr. 1- 7 und 2- 14 (von Brauneggerstr. bis Schottenstr.);Biomuell;Konstanz
08.01.;78462;Rheingutstr. 9- 45 und 22- 40 (von Hans-Breinlinger-Str. bis Brauneggerstr. );Biomuell;Konstanz
08.01.;78462;Rheinsteig;Biomuell;Konstanz
02.01.;78464;Richard-Wagner-Str.;Biomuell;Konstanz
08.01.;78462;Richentalstr.;Biomuell;Konstanz
02.01.;78467;Riedstr. ;Biomuell;Konstanz
03.01.;78467;Riesenbergweg;Biomuell;Konstanz
07.01.;78465;Ringstr.;Biomuell;Konstanz
02.01.;78467;Robert-Bosch-Str.;Biomuell;Konstanz
08.01.;78467;Robert-Gerwig-Str.;Biomuell;Konstanz
03.01.;78467;Robert-Koch-Str.;Biomuell;Konstanz
08.01.;78462;Rosenlächerweg;Biomuell;Konstanz
07.01.;78465;Rosenweg;Biomuell;Konstanz
08.01.;78462;Rosgartenstr.;Biomuell;Konstanz
03.01.;78467;Rosmarinheideweg;Biomuell;Konstanz
02.01.;78467;Rudolf-Diesel-Str.;Biomuell;Konstanz
02.01.;78464;Ruppanerstr.;Biomuell;Konstanz
02.01.;78464;Sackgasse;Biomuell;Konstanz
08.01.;78467;Salemer Weg;Biomuell;Konstanz
02.01.;78464;Salesianerweg;Biomuell;Konstanz
08.01.;78462;Salmannsweilergasse;Biomuell;Konstanz
08.01.;78467;Sankt-Gebhard-Platz 1- 7 (von Theodor-Heuss-Str. bis Hegaustr.);Biomuell;Konstanz
03.01.;78467;Sankt-Gebhard-Platz;Biomuell;Konstanz
08.01.;78467;Sankt-Gebhard-Str.;Biomuell;Konstanz
08.01.;78462;Sankt-Johann-Gasse;Biomuell;Konstanz
03.01.;78465;Sankt-Katharina;Biomuell;Konstanz
07.01.;78465;Sankt-Katharinen-Weg;Biomuell;Konstanz
07.01.;78465;Sankt-Leonhard-Weg;Biomuell;Konstanz
08.01.;78462;Sankt-Martins-Weg;Biomuell;Konstanz
08.01.;78462;Sankt-Stephans-Platz;Biomuell;Konstanz
07.01.;78465;Sankt-Verena-Weg;Biomuell;Konstanz
07.01.;78465;Säntisblick;Biomuell;Konstanz
02.01.;78464;Säntisstr. 1- 7 und 2- 4 b (Seestr. bis Mainaustr.);Biomuell;Konstanz
02.01.;78464;Säntisstr. 6- 8 (von Mainaustr. bis Sankt-Gebhard-Platz);Biomuell;Konstanz
08.01.;78462;Scheffelstr.;Biomuell;Konstanz
02.01.;78464;Schiffstr.;Biomuell;Konstanz
08.01.;78467;Schillerstr.;Biomuell;Konstanz
03.01.;78467;Schleyerweg;Biomuell;Konstanz
07.01.;78465;Schmidtenbühlstr.;Biomuell;Konstanz
08.01.;78467;Schneckenburgstr.;Biomuell;Konstanz
08.01.;78462;Schobuliweg;Biomuell;Konstanz
08.01.;78462;Schottenplatz;Biomuell;Konstanz
08.01.;78462;Schottenstr. 1- 73 und 2- 20 (von Gottlieberstr. bis Rheingutstr.);Biomuell;Konstanz
08.01.;78462;Schottenstr. 75- 79 (von Rheingutstr. bis Webersteig);Biomuell;Konstanz
08.01.;78462;Schreibergasse;Biomuell;Konstanz
03.01.;78467;Schreinerweg;Biomuell;Konstanz
02.01.;78464;Schubertstr.;Biomuell;Konstanz
08.01.;78462;Schulstr.;Biomuell;Konstanz
08.01.;78462;Schulthaißstr.;Biomuell;Konstanz
07.01.;78465;Schulweg;Biomuell;Konstanz
02.01.;78467;Schürmann-Horster-Weg;Biomuell;Konstanz
08.01.;78462;Schützenstr.;Biomuell;Konstanz
03.01.;78467;Schwaketenstr.;Biomuell;Konstanz
07.01.;78465;Schwanenstieg;Biomuell;Konstanz
07.01.;78465;Schwanenweg;Biomuell;Konstanz
08.01.;78462;Schwedenschanze;Biomuell;Konstanz
07.01.;78465;Seeblick;Biomuell;Konstanz
02.01.;78464;Seehalde;Biomuell;Konstanz
07.01.;78465;Seehang;Biomuell;Konstanz
02.01.;78467;Seerückenstraße;Biomuell;Konstanz
02.01.;78464;Seestr.;Biomuell;Konstanz
02.01.;78464;Seeuferweg;Biomuell;Konstanz
02.01.;78467;Seilerstr.;Biomuell;Konstanz
03.01.;78467;Senefelderweg;Biomuell;Konstanz
02.01.;78464;Sepp-Biehler-Str.;Biomuell;Konstanz
03.01.;78467;Siebenbürgener Weg;Biomuell;Konstanz
02.01.;78464;Siedlerweg;Biomuell;Konstanz
02.01.;78467;Siemensstr.;Biomuell;Konstanz
03.01.;78464;Sierenmoosstr.;Biomuell;Konstanz
08.01.;78462;Sigismundstr.;Biomuell;Konstanz
03.01.;78464;Silvanerweg;Biomuell;Konstanz
07.01.;78465;Sommerbergstr.;Biomuell;Konstanz
03.01.;78464;Sonnenbühlstr.;Biomuell;Konstanz
07.01.;78465;Sonneneck;Biomuell;Konstanz
03.01.;78464;Sonnenrain;Biomuell;Konstanz
03.01.;78467;Sonnentauweg;Biomuell;Konstanz
08.01.;78467;Spanierstr.;Biomuell;Konstanz
03.01.;78464;Spechtweg;Biomuell;Konstanz
02.01.;78464;Staader Thalweg;Biomuell;Konstanz
02.01.;78464;Staader Str.;Biomuell;Konstanz
08.01.;78462;Stadelhofgasse;Biomuell;Konstanz
03.01.;78467;Steinhartstr.;Biomuell;Konstanz
08.01.;78465;Steinrennen;Biomuell;Konstanz
08.01.;78467;Steinstr.;Biomuell;Konstanz
03.01.;78467;Sternengasse;Biomuell;Konstanz
03.01.;78467;Stettiner Str.;Biomuell;Konstanz
02.01.;78467;Stickerinnenstr.;Biomuell;Konstanz
03.01.;78467;Stifterstr.;Biomuell;Konstanz
03.01.;78464;Stockackerweg;Biomuell;Konstanz
02.01.;78467;Stromeyersdorfstr.;Biomuell;Konstanz
03.01.;78467;Taborweg;Biomuell;Konstanz
08.01.;78462;Tägermoosstr.;Biomuell;Konstanz
08.01.;78462;Talgartenstr.;Biomuell;Konstanz
08.01.;78467;Tenbrinkstr.;Biomuell;Konstanz
08.01.;78462;Theatergasse;Biomuell;Konstanz
08.01.;78467;Theodor-Heuss-Str.;Biomuell;Konstanz
08.01.;78465;Thingoltstr.;Biomuell;Konstanz
03.01.;78467;Thomas-Sättele-Str.;Biomuell;Konstanz
08.01.;78462;Tirolergasse;Biomuell;Konstanz
07.01.;78465;Tobelweg;Biomuell;Konstanz
08.01.;78462;Torgasse;Biomuell;Konstanz
07.01.;78465;Torkeläcker;Biomuell;Konstanz
07.01.;78465;Torkelbergstr.;Biomuell;Konstanz
08.01.;78462;Tulengasse;Biomuell;Konstanz
02.01.;78467;Turmstr.;Biomuell;Konstanz
08.01.;78462;Turnierstr.;Biomuell;Konstanz
02.01.;78464;Überlinger Str.;Biomuell;Konstanz
07.01.;78465;Uferstr.;Biomuell;Konstanz
03.01.;78464;Uhlandstr.;Biomuell;Konstanz
03.01.;78464;Universitätsstr.;Biomuell;Konstanz
07.01.;78465;Unter dem Torkelberg;Biomuell;Konstanz
08.01.;78462;Untere Augustinergasse;Biomuell;Konstanz
08.01.;78465;Untere Bohlstr.;Biomuell;Konstanz
07.01.;78465;Untere Bündt;Biomuell;Konstanz
08.01.;78462;Untere Laube 1- 17 und 2 (von Rheinsteig bis Inselgasse);Biomuell;Konstanz
08.01.;78462;Untere Laube 29- 49 und 4- 36 (von Paradiesstr. bis Inselgasse);Biomuell;Konstanz
08.01.;78465;Unterrießstr.;Biomuell;Konstanz
02.01.;78467;Unterseestr.;Biomuell;Konstanz
02.01.;78464;Unterstegle;Biomuell;Konstanz
03.01.;78467;Urisbergweg;Biomuell;Konstanz
07.01.;78465;Volapükweg;Biomuell;Konstanz
08.01.;78467;Von-Emmich-Str.;Biomuell;Konstanz
08.01.;78462;Vor der Halde;Biomuell;Konstanz
08.01.;78465;Vordere Weidstaud;Biomuell;Konstanz
07.01.;78465;Waldemar-Besson-Str.;Biomuell;Konstanz
07.01.;78465;Waldstr.;Biomuell;Konstanz
08.01.;78462;Wallgutstr. 3- 11 und 4- 12 (von Brauneggerstr. bis Laube);Biomuell;Konstanz
08.01.;78462;Wallgutstr. 13- 47 und 14- 38 (von Feldstr. bis Brauneggerstr.);Biomuell;Konstanz
08.01.;78465;Wallhauser Str.;Biomuell;Konstanz
02.01.;78467;Weberinnenstr.;Biomuell;Konstanz
08.01.;78462;Webersteig;Biomuell;Konstanz
02.01.;78467;Weiherhofstr.;Biomuell;Konstanz
07.01.;78465;Weiherstr.;Biomuell;Konstanz
07.01.;78465;Wendelsbergstr.;Biomuell;Konstanz
03.01.;78464;Werner-Sombart-Str.;Biomuell;Konstanz
02.01.;78464;Werthmannweg;Biomuell;Konstanz
08.01.;78462;Wessenbergstr.;Biomuell;Konstanz
07.01.;78465;Wetzsteinstr.;Biomuell;Konstanz
08.01.;78462;Wiesenstr.;Biomuell;Konstanz
02.01.;78464;William-Graf-Platz;Biomuell;Konstanz
07.01.;78465;Willy-Andreas-Weg;Biomuell;Konstanz
03.01.;78467;Winkelstr.;Biomuell;Konstanz
07.01.;78465;Winterbergstr.;Biomuell;Konstanz
08.01.;78462;Winterersteig;Biomuell;Konstanz
07.01.;78465;Wißlerstr.;Biomuell;Konstanz
07.01.;78465;Wittmoosstr.;Biomuell;Konstanz
02.01.;78467;Wolfgang-Spengler-Str.;Biomuell;Konstanz
07.01.;78465;Wolfsgarten;Biomuell;Konstanz
02.01.;78464;Wolfsried;Biomuell;Konstanz
03.01.;78467;Wollgrasweg;Biomuell;Konstanz
08.01.;78467;Wollmatinger Str. 1- 59 und 4- 52 (von Schneckenburgstr. bis Zähringer Platz);Biomuell;Konstanz
03.01.;78467;Wollmatinger Str. 75- 183 und 54- 130 (von Oberlohnstr. bis Schneckenburgstr.);Biomuell;Konstanz
07.01.;78465;Wuhrweg;Biomuell;Konstanz
08.01.;78464;Zähringerplatz;Biomuell;Konstanz
02.01.;78464;Zandergasse;Biomuell;Konstanz
08.01.;78462;Zasiusstr.;Biomuell;Konstanz
07.01.;78465;Zellerstr.;Biomuell;Konstanz
02.01.;78464;Zeppelinstr.;Biomuell;Konstanz
03.01.;78467;Zergleweg;Biomuell;Konstanz
07.01.;78465;Ziegelhofweg;Biomuell;Konstanz
08.01.;78465;Ziegelhüttenweg;Biomuell;Konstanz
03.01.;78467;Zimmererweg;Biomuell;Konstanz
08.01.;78462;Zogelmannstr.;Biomuell;Konstanz
08.01.;78462;Zollernstr.;Biomuell;Konstanz
07.01.;78465;Zum Brühl;Biomuell;Konstanz
07.01.;78465;Zum Butzen;Biomuell;Konstanz
02.01.;78464;Zum Gebhardsbrunn;Biomuell;Konstanz
02.01.;78464;Zum Hinterhag;Biomuell;Konstanz
07.01.;78465;Zum Hofgut;Biomuell;Konstanz
08.01.;78462;Zum Hussenstein;Biomuell;Konstanz
07.01.;78465;Zum Kirchenwald;Biomuell;Konstanz
08.01.;78465;Zum Klausenhorn;Biomuell;Konstanz
07.01.;78465;Zum Obstgartenhof;Biomuell;Konstanz
07.01.;78465;Zum Purren;Biomuell;Konstanz
02.01.;78464;Zum Schlössli;Biomuell;Konstanz
07.01.;78465;Zum Wald;Biomuell;Konstanz
02.01.;78464;Zumsteinstr.;Biomuell;Konstanz
02.01.;78464;Zur Allmannshöhe;Biomuell;Konstanz
03.01.;78464;Zur Friedrichshöhe;Biomuell;Konstanz
08.01.;78465;Zur Halde;Biomuell;Konstanz
08.01.;78462;Zur Laube;Biomuell;Konstanz
08.01.;78465;Zur Mühle;Biomuell;Konstanz
08.01.;78465;Zur Schiffslände;Biomuell;Konstanz
02.01.;78464;Zur Therme;Biomuell;Konstanz
02.01.;78464;Zur Torkel;Biomuell;Konstanz
13.01.;78465;Abendbergweg;Biomuell;Konstanz
14.01.;78462;Ackertorweg;Biomuell;Konstanz
09.01.;78467;Adalbert-Schnatterer-Str.;Biomuell;Konstanz
13.01.;78465;Adenauerstr.;Biomuell;Konstanz
14.01.;78467;Adolf-Schmid-Str.;Biomuell;Konstanz
09.01.;78464;Aeschenweg;Biomuell;Konstanz
14.01.;78465;Albert-Riesterer-Weg;Biomuell;Konstanz
14.01.;78467;Alemannenstr.;Biomuell;Konstanz
14.01.;78462;Alfred-Wachtel-Str.;Biomuell;Konstanz
13.01.;78465;Allensbacher Str.;Biomuell;Konstanz
09.01.;78467;Allensteiner Str.;Biomuell;Konstanz
10.01.;78464;Allmannsdorfer Str.;Biomuell;Konstanz
09.01.;78464;Alpenstr.;Biomuell;Konstanz
09.01.;78464;Alpsteinweg;Biomuell;Konstanz
10.01.;78467;Alte Litzelstetter Str.;Biomuell;Konstanz
09.01.;78464;Alte Schiffstr.;Biomuell;Konstanz
13.01.;78465;Alte Torkelbergstr.;Biomuell;Konstanz
14.01.;78462;Alten Graben;Biomuell;Konstanz
10.01.;78467;Alter Bannweg;Biomuell;Konstanz
10.01.;78467;Alter Wall 1- 9 und 2- 8 (von Theodor-Heuss-Str. bis Mainaustraße);Biomuell;Konstanz
14.01.;78467;Alter Wall 11- 21 und 10- 20 (von Eisenbahnstr. bis Theodor-Heuss-Str.);Biomuell;Konstanz
09.01.;78464;Altmannstr.;Biomuell;Konstanz
10.01.;78467;Am alten Sägewerk;Biomuell;Konstanz
13.01.;78465;Am Berg;Biomuell;Konstanz
14.01.;78467;Am Briel;Biomuell;Konstanz
14.01.;78465;Am Brunnen;Biomuell;Konstanz
10.01.;78467;Am Ergatshauser Hof;Biomuell;Konstanz
14.01.;78465;Am Fliesshorn;Biomuell;Konstanz
13.01.;78465;Am Guckenbühl;Biomuell;Konstanz
10.01.;78467;Am Homberg;Biomuell;Konstanz
10.01.;78464;Am Pfeiferhölzle;Biomuell;Konstanz
13.01.;78465;Am Rathaus;Biomuell;Konstanz
14.01.;78467;Am Rheinufer;Biomuell;Konstanz
13.01.;78465;Am Rinzler;Biomuell;Konstanz
13.01.;78465;Am Schlehdorn;Biomuell;Konstanz
09.01.;78464;Am Schmerzenmösle;Biomuell;Konstanz
13.01.;78465;Am See;Biomuell;Konstanz
09.01.;78467;Am Seerhein;Biomuell;Konstanz
09.01.;78464;Am Tannenhof;Biomuell;Konstanz
14.01.;78465;Am Tobel;Biomuell;Konstanz
14.01.;78465;Am Ufer;Biomuell;Konstanz
09.01.;78464;Amalienstr.;Biomuell;Konstanz
13.01.;78465;Amselweg;Biomuell;Konstanz
10.01.;78464;An der Linde;Biomuell;Konstanz
09.01.;78464;An der Steig;Biomuell;Konstanz
10.01.;78464;Auf dem Salzberg;Biomuell;Konstanz
14.01.;78462;Auf der Insel;Biomuell;Konstanz
13.01.;78465;Augustaweg;Biomuell;Konstanz
09.01.;78467;August-Borsig-Str.;Biomuell;Konstanz
14.01.;78462;Augustinerplatz;Biomuell;Konstanz
09.01.;78467;August-Nikol.-Otto-Str.;Biomuell;Konstanz
14.01.;78467;Austr.;Biomuell;Konstanz
10.01.;78467;Bachbohlweg;Biomuell;Konstanz
09.01.;78464;Bachgasse;Biomuell;Konstanz
13.01.;78465;Bachwiesen;Biomuell;Konstanz
14.01.;78467;Badgasse;Biomuell;Konstanz
13.01.;78465;Bagnatosteig;Biomuell;Konstanz
14.01.;78462;Bahnhofplatz;Biomuell;Konstanz
14.01.;78462;Bahnhofstr.;Biomuell;Konstanz
10.01.;78467;Banater Str.;Biomuell;Konstanz
10.01.;78467;Bärlappweg;Biomuell;Konstanz
09.01.;78464;Beethovenstr.;Biomuell;Konstanz
13.01.;78465;Belchenwinkel;Biomuell;Konstanz
10.01.;78467;Benedikt-Bauer-Str.;Biomuell;Konstanz
14.01.;78467;Benediktinerplatz;Biomuell;Konstanz
10.01.;78467;Berchenstr.;Biomuell;Konstanz
14.01.;78464;Berggasse;Biomuell;Konstanz
10.01.;78467;Berliner Str.;Biomuell;Konstanz
14.01.;78467;Bettelgässchen;Biomuell;Konstanz
09.01.;78464;Bettengasse;Biomuell;Konstanz
14.01.;78465;Bettwiesen;Biomuell;Konstanz
10.01.;78464;Beyerlestr.;Biomuell;Konstanz
10.01.;78467;Bildwiese;Biomuell;Konstanz
10.01.;78464;Birkenweg;Biomuell;Konstanz
13.01.;78465;Birnaublick;Biomuell;Konstanz
09.01.;78464;Birnauer Str.;Biomuell;Konstanz
14.01.;78467;Bismarcksteig 3- 5 und 2- 12 a (von Wollmatinger Str. bis Steinstr.);Biomuell;Konstanz
14.01.;78467;Bismarcksteig 7- 21 und 14 bis 20 (von Wollmatinger Str. bis Kikuz);Biomuell;Konstanz
14.01.;78462;Blarerstr.;Biomuell;Konstanz
09.01.;78467;Bleichenweg;Biomuell;Konstanz
09.01.;78467;Bleicherstr.;Biomuell;Konstanz
13.01.;78465;Blumenstr.;Biomuell;Konstanz
14.01.;78462;Bodanplatz;Biomuell;Konstanz
09.01.;78467;Bodanrückweg;Biomuell;Konstanz
14.01.;78462;Bodanstr.;Biomuell;Konstanz
14.01.;78465;Bohlstr.;Biomuell;Konstanz
09.01.;78464;Brachsengang;Biomuell;Konstanz
09.01.;78467;Brandenburger Str.;Biomuell;Konstanz
09.01.;78464;Brandesstr.;Biomuell;Konstanz
14.01.;78462;Brauneggerstr. 1- 51 und 4- 68 (von Gottlieberstr. bis Rheingutstr.);Biomuell;Konstanz
14.01.;78462;Brauneggerstr. 55- 57 und 70- 78 (von Rheingutstr. bis Alfred-Wachtel-Str.);Biomuell;Konstanz
13.01.;78465;Breitenriedstr.;Biomuell;Konstanz
10.01.;78467;Breslauer Str.;Biomuell;Konstanz
14.01.;78465;Brotgasse;Biomuell;Konstanz
14.01.;78462;Brotlaube;Biomuell;Konstanz
14.01.;78462;Brückengasse;Biomuell;Konstanz
09.01.;78464;Brucknerstr.;Biomuell;Konstanz
14.01.;78467;Bruder-Klaus-Str.;Biomuell;Konstanz
14.01.;78462;Bruderturmgasse;Biomuell;Konstanz
14.01.;78462;Brüelstr.;Biomuell;Konstanz
10.01.;78464;Brugierstr.;Biomuell;Konstanz
13.01.;78465;Brühlstr.;Biomuell;Konstanz
13.01.;78465;Brunnenplatz;Biomuell;Konstanz
10.01.;78464;Buchenbergweg;Biomuell;Konstanz
13.01.;78465;Buchhaldenhof;Biomuell;Konstanz
10.01.;78464;Buchnerstr.;Biomuell;Konstanz
14.01.;78467;Bücklestr.;Biomuell;Konstanz
10.01.;78467;Buhlenweg;Biomuell;Konstanz
10.01.;78467;Bulachweg;Biomuell;Konstanz
09.01.;78464;Bündtgasse;Biomuell;Konstanz
13.01.;78465;Burghofweg;Biomuell;Konstanz
10.01.;78464;Burgunderweg;Biomuell;Konstanz
09.01.;78464;Büscheläcker;Biomuell;Konstanz
09.01.;78467;Byk-Gulden-Str.;Biomuell;Konstanz
09.01.;78467;Carl-Benz-Str.;Biomuell;Konstanz
09.01.;78467;Cherisy-Str.;Biomuell;Konstanz
09.01.;78464;Chr.-Dan.-Schenck-Str.;Biomuell;Konstanz
09.01.;78464;Clara-Schumann-Str.;Biomuell;Konstanz
09.01.;78467;Claude-Dornier-Str.;Biomuell;Konstanz
09.01.;78464;Conrad-Gröber-Str.;Biomuell;Konstanz
14.01.;78467;Conradin-Kreutzer-Str.;Biomuell;Konstanz
14.01.;78462;Dacherstr.;Biomuell;Konstanz
10.01.;78464;Damaschkeweg;Biomuell;Konstanz
14.01.;78462;Dammgasse;Biomuell;Konstanz
10.01.;78464;Danziger Str.;Biomuell;Konstanz
13.01.;78465;Derbyweg;Biomuell;Konstanz
09.01.;78467;De-Trey-Str.;Biomuell;Konstanz
10.01.;78467;Dettinger Str.;Biomuell;Konstanz
10.01.;78464;Deutschordenshalde;Biomuell;Konstanz
13.01.;78465;Dingelsdorfer Str.;Biomuell;Konstanz
14.01.;78462;Döbeleplatz;Biomuell;Konstanz
14.01.;78462;Döbelestr.;Biomuell;Konstanz
10.01.;78467;Dorfbachweg;Biomuell;Konstanz
13.01.;78465;Dorffriedhofsweg;Biomuell;Konstanz
13.01.;78465;Dorfwiesenweg;Biomuell;Konstanz
09.01.;78467;Drechslerweg;Biomuell;Konstanz
10.01.;78467;Dresdener Str.;Biomuell;Konstanz
09.01.;78467;Drumlinweg;Biomuell;Konstanz
14.01.;78467;Ebertplatz;Biomuell;Konstanz
10.01.;78467;Eduard-Mörike-Str.;Biomuell;Konstanz
10.01.;78464;Egelseeweg;Biomuell;Konstanz
09.01.;78464;Egger Str. 3- 19 und 2- 18 (in Allmannsdorf von Zur Allmannshöhe bis Ortsende);Biomuell;Konstanz
09.01.;78464;Egger Str. 43- 59 und 58- 60 (in Egg von Ortsanfang bis Mainaustraße);Biomuell;Konstanz
09.01.;78464;Egger Wiese;Biomuell;Konstanz
10.01.;78464;Eggerhaldestr.;Biomuell;Konstanz
14.01.;78462;Ehrlisgartenweg;Biomuell;Konstanz
10.01.;78464;Eibenweg;Biomuell;Konstanz
10.01.;78467;Eichbühlstr.;Biomuell;Konstanz
10.01.;78467;Eichendorffweg;Biomuell;Konstanz
09.01.;78464;Eichhornstr.;Biomuell;Konstanz
14.01.;78467;Eisenbahnstr.;Biomuell;Konstanz
10.01.;78467;Elberfeldstr.;Biomuell;Konstanz
10.01.;78464;Elblingweg;Biomuell;Konstanz
14.01.;78462;Emmishofer Str.;Biomuell;Konstanz
09.01.;78467;Engelsteig;Biomuell;Konstanz
10.01.;78467;Enzianweg;Biomuell;Konstanz
10.01.;78467;Erfurter Str.;Biomuell;Konstanz
09.01.;78467;Erich-Bloch-Weg;Biomuell;Konstanz
10.01.;78467;Erikaweg;Biomuell;Konstanz
10.01.;78467;Erlenweg;Biomuell;Konstanz
14.01.;78467;Ernst-Bärtschi-Weg;Biomuell;Konstanz
09.01.;78467;Ernst-Sachs-Str.;Biomuell;Konstanz
13.01.;78465;Espenstr.;Biomuell;Konstanz
14.01.;78465;Fährmann-Clemens-Str.;Biomuell;Konstanz
14.01.;78462;Falkengasse;Biomuell;Konstanz
09.01.;78467;Färberstr.;Biomuell;Konstanz
10.01.;78467;Farnweg;Biomuell;Konstanz
09.01.;78464;Fasanenweg;Biomuell;Konstanz
14.01.;78465;Faustenholzstr.;Biomuell;Konstanz
09.01.;78464;Felchengang;Biomuell;Konstanz
14.01.;78462;Feldstr.;Biomuell;Konstanz
09.01.;78467;Felix-Wankel-Straße;Biomuell;Konstanz
09.01.;78467;Feursteinstr.;Biomuell;Konstanz
14.01.;78462;Fischenzstr. 1- 7 und 2- 10 (östl. von Europastr. B33);Biomuell;Konstanz
14.01.;78462;Fischenzstr. 39- 77 und 16- 54 (westl.von Europastr. B33);Biomuell;Konstanz
13.01.;78465;Fischergasse;Biomuell;Konstanz
09.01.;78464;Fischerstr.;Biomuell;Konstanz
14.01.;78462;Fischmarkt;Biomuell;Konstanz
14.01.;78465;Fließhornstr.;Biomuell;Konstanz
09.01.;78464;Flurweg;Biomuell;Konstanz
09.01.;78464;Fohrenbühlweg;Biomuell;Konstanz
09.01.;78464;Forellengang;Biomuell;Konstanz
09.01.;78464;Franz-Liszt-Str.;Biomuell;Konstanz
13.01.;78465;Franz-Moser-Str.;Biomuell;Konstanz
10.01.;78467;Freibürgleweg;Biomuell;Konstanz
10.01.;78467;Friedhofweg;Biomuell;Konstanz
10.01.;78464;Friedrich Str. 7- 39 und 2- 30 (von Zähringer Platz bis Höhenweg);Biomuell;Konstanz
10.01.;78464;Friedrich Str. 41- 95 und 32- 58 (von Höhenweg bis Universitätsstr.);Biomuell;Konstanz
10.01.;78464;Friedrich-Hug-Str.;Biomuell;Konstanz
14.01.;78462;Friedrich-Pecht-Weg;Biomuell;Konstanz
09.01.;78467;Fritz-Arnold-Str.;Biomuell;Konstanz
10.01.;78467;Fürstenbergstr. 1- 87 und 2- 70 (von Riedstraße bis Siebenbürgenerweg);Biomuell;Konstanz
10.01.;78467;Fürstenbergstr. 89- 127 und 74 -126 (von Siebenbürgenerweg bis Wollmatinger Str.);Biomuell;Konstanz
14.01.;78462;Fürstengutweg;Biomuell;Konstanz
10.01.;78467;Gabelsbergerstr.;Biomuell;Konstanz
13.01.;78465;Gartenpfad;Biomuell;Konstanz
14.01.;78462;Gartenstraße 1- 11 und 6- 18 (von Brauneggerstr. bis Untere Laube);Biomuell;Konstanz
14.01.;78462;Gartenstraße 17- 33 und 18 b- 80  (östlich Europastr.);Biomuell;Konstanz
14.01.;78462;Gartenstr. Zufahrt Schänzle (westlich Europastr.);Biomuell;Konstanz
13.01.;78465;Gartenweg;Biomuell;Konstanz
10.01.;78467;Gaußweg;Biomuell;Konstanz
10.01.;78467;Georg-Büchner-Weg;Biomuell;Konstanz
14.01.;78467;Georg-Elser-Platz;Biomuell;Konstanz
10.01.;78464;Gerhart-Hauptmann-Weg;Biomuell;Konstanz
14.01.;78462;Gerichtsgasse;Biomuell;Konstanz
09.01.;78467;Gerstäckerweg;Biomuell;Konstanz
09.01.;78464;Glärnischstr.;Biomuell;Konstanz
13.01.;78465;Glockenbrunnenstr.;Biomuell;Konstanz
09.01.;78467;Gnadenseeweg;Biomuell;Konstanz
14.01.;78467;Goebelbeckerstr.;Biomuell;Konstanz
14.01.;78467;Goethestr.;Biomuell;Konstanz
14.01.;78467;Gottfried-Keller-Str.;Biomuell;Konstanz
10.01.;78464;Gottfried-von-Herder-Weg;Biomuell;Konstanz
09.01.;78467;Gottlieb-Daimler-Str.;Biomuell;Konstanz
14.01.;78462;Gottlieber Str. 1- 7 und 2- 4 (von Brauneggerstr. bis Lutherplatz);Biomuell;Konstanz
14.01.;78462;Gottlieber Str. 13- 45 und 8- 56 a (von Friedrich-Pecht-Weg bis Brauneggerstr.);Biomuell;Konstanz
14.01.;78467;Gottmannplatz;Biomuell;Konstanz
13.01.;78465;Grasweiherweg;Biomuell;Konstanz
14.01.;78462;Grießeggstr.;Biomuell;Konstanz
13.01.;78465;Großh.-Friedrich-Str.;Biomuell;Konstanz
10.01.;78464;Grünenbergweg;Biomuell;Konstanz
09.01.;78464;Grüngang;Biomuell;Konstanz
14.01.;78467;Gustav-Schwab-Str.;Biomuell;Konstanz
10.01.;78467;Gutenbergweg;Biomuell;Konstanz
14.01.;78462;Gütlestr. (über Gottlieber Str.);Biomuell;Konstanz
